"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NE.DAB.TOTL.KD","Gasto nacional bruto (US$ a precios constantes de 2015) ","El gasto nacional bruto (anteriormente absorción interna) es la suma del gasto de consumo final de los hogares (anteriormente consumo privado), el gasto de consumo final del gobierno general (anteriormente consumo del gobierno general) y la formación bruta de capital (anteriormente inversión interna bruta). Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.DAB.TOTL.CN","Gasto nacional bruto (UMN a precios actuales)","El gasto nacional bruto (anteriormente, absorción interna) es la suma del gasto de consumo final de los hogares (anteriormente, consumo privado, el gasto de consumo final del gobierno general (anteriormente, consumo del gobierno general) y la formación bruta de capital (anteriormente, inversión interna bruta). Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.DAB.TOTL.CD","Gasto nacional bruto (US$ a precios actuales)","El gasto nacional bruto (anteriormente, absorción interna) es la suma del gasto de consumo final de los hogares (anteriormente, consumo privado, el gasto de consumo final del gobierno general (anteriormente, consumo del gobierno general) y la formación bruta de capital (anteriormente, inversión interna bruta). Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.DAB.DEFL.ZS","Deflactor del gasto nacional bruto (año base varía según el país)","El gasto nacional bruto (anteriormente, absorción interna) es la suma del gasto de consumo final de los hogares (anteriormente, consumo privado, el gasto de consumo final del gobierno general (anteriormente, consumo del gobierno general) y la formación bruta de capital (anteriormente, inversión interna bruta).","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.TOTL.ZS","","","",
"NE.CON.TOTL.KN","Gasto de consumo final (UMN a precios constantes)","El gasto de consumo final (anteriormente, consumo total) es la suma del gasto de consumo final de los hogares (anteriormente, consumo privado) y el gasto de consumo final del gobierno general (anteriormente, consumo del Gobierno general) Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.TOTL.KD.ZG","","","",
"NE.CON.TOTL.KD","Gasto de consumo final (US$ a precios constantes de 2015)","El gasto de consumo final (anteriormente consumo total) es la suma del gasto de consumo final de los hogares (anteriormente consumo privado) y el gasto de consumo final del gobierno general (anteriormente consumo del gobierno general). Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.CON.TOTL.CN","Gasto de consumo final (UMN a precios actuales)","El gasto de consumo final (anteriormente, consumo total) es la suma del gasto de consumo final de los hogares (consumo privado) y el gasto de consumo final del Gobierno general (consumo del Gobierno general) Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.TOTL.CD","Gasto de consumo final (US$ a precios actuales)","El gasto de consumo final (anteriormente, consumo total) es la suma del gasto de consumo final de los hogares (consumo privado) y el gasto de consumo final del Gobierno general (consumo del Gobierno general) Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.PRVT.ZS","","","",
"NE.CON.PRVT.PP.KD","Gasto de consumo final de los hogares, PPA ( $ a precios internacionales constantes de 2017)","El gasto de consumo final de los hogares (anteriormente consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos duraderos (como automóviles, lavadoras y computadoras domésticas), adquiridos por los hogares. Excluye las compras de viviendas pero incluye el alquiler imputado de las viviendas ocupadas por sus propietarios. También incluye pagos y tarifas a los gobiernos para obtener permisos y licencias. Aquí, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. Los datos se convierten a dólares internacionales constantes de 2017 utilizando tasas de paridad de poder adquisitivo.","Programa de Comparación Internacional, Banco Mundial | Base de datos de indicadores de desarrollo mundial, Banco Mundial | Programa PPP Eurostat-OCDE.",
"NE.CON.PRVT.PP.CD","Gasto de consumo final de los hogares, PPA ($ a precios internacionales actuales) ","Este indicador proporciona valores para el gasto de consumo final de los hogares y las ISFLSH expresado en dólares internacionales corrientes convertidos mediante el factor de conversión de paridad de poder adquisitivo (PPA). El gasto de consumo final de los hogares (anteriormente consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos duraderos (como automóviles, lavadoras y computadoras domésticas), adquiridos por los hogares. Excluye las compras de viviendas pero incluye el alquiler imputado de las viviendas ocupadas por sus propietarios. También incluye pagos y tarifas a los gobiernos para obtener permisos y licencias. Aquí, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. El factor de conversión PPA es un deflactor espacial de precios y un conversor de divisas que elimina los efectos de las diferencias en los niveles de precios entre países. A partir de julio de 2020, el “Gasto de consumo final de los hogares y las ISFLSH: series vinculadas (UMN a precios actuales)” [NE.CON.PRVT.CN.AD] se utiliza como gasto subyacente en la unidad de moneda local para que esté en línea con las series temporales de conversión de PPA. factor, el consumo privado (UMN por dólar internacional), que se extrapolan con el IPC vinculado.","Programa de Comparación Internacional, Banco Mundial | Base de datos de indicadores de desarrollo mundial, Banco Mundial | Programa PPP Eurostat-OCDE.",
"NE.CON.PRVT.PC.KD.ZG","Gasto de consumo final de los hogares por crecimiento per cápita (% anual)","El crecimiento  anual porcentual del gasto de consumo final de los hogares per cápita se calcula utilizando el gasto de consumo final de los hogares a precios constantes del año 2010 y las estimaciones de población del Banco Mundial. El gasto de consumo final de los hogares (consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos durables (tales como autos, máquinas lavadoras y computadoras personales), comprados por los hogares. Quedan excluidas las compras de viviendas, pero incluye la renta imputada de las viviendas ocupadas por sus propietarios. También incluye los montos y aranceles pagados a los gobiernos para obtener permisos y licencias. En este caso, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.PRVT.PC.KD","Gasto de consumo final de los hogares per cápita (US$ a precios constantes de 2015) ","El gasto de consumo final de los hogares per cápita (consumo privado per cápita) se calcula utilizando el consumo privado a precios constantes de 2015 y las estimaciones de población del Banco Mundial. El gasto de consumo final de los hogares es el valor de mercado de todos los bienes y servicios, incluidos los productos duraderos (como automóviles, lavadoras y computadoras domésticas), adquiridos por los hogares. Excluye las compras de viviendas pero incluye el alquiler imputado de las viviendas ocupadas por sus propietarios. También incluye pagos y tarifas a los gobiernos para obtener permisos y licencias. Aquí, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. Los datos están en dólares estadounidenses constantes de 2015.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.CON.PRVT.KN","Gasto de consumo final de los hogares (UMN a precios constantes)","El gasto de consumo final de los hogares (anteriormente, consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos durables (tales como autos, máquinas lavadoras y computadoras personales), comprados por los hogares. Quedan excluidas las compras de viviendas, pero incluye la renta imputada de las viviendas ocupadas por sus propietarios. También incluye los montos y aranceles pagados a los gobiernos para obtener permisos y licencias. En este caso, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.PRVT.KD.ZG","Gasto de consumo final de los hogares (% del crecimiento anual)","El crecimiento anual porcentual del gasto de consumo final de los hogares se expresa en moneda local a precios constantes Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2010. El gasto de consumo final de los hogares (anteriormente, consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos durables (tales como autos, máquinas lavadoras y computadoras personales), comprados por los hogares. Quedan excluidas las compras de viviendas, pero incluye la renta imputada de las viviendas ocupadas por sus propietarios. También incluye los montos y aranceles pagados a los gobiernos para obtener permisos y licencias. En este caso, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.PRVT.KD","Gasto de consumo final de los hogares (US$ a precios constantes de 2015) ","El gasto de consumo final de los hogares y de las ISFLSH (anteriormente consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos duraderos (como automóviles, lavadoras y computadoras domésticas), adquiridos por los hogares. Excluye las compras de viviendas pero incluye el alquiler imputado de las viviendas ocupadas por sus propietarios. También incluye pagos y tarifas a los gobiernos para obtener permisos y licencias. Este indicador incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.CON.PRVT.CN.AD","","","",
"NE.CON.PRVT.CN","Gasto de consumo final de los hogares (UMN a precios actuales) ","El gasto de consumo final de los hogares (anteriormente, consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos durables (tales como autos, máquinas lavadoras y computadoras personales), comprados por los hogares. Quedan excluidas las compras de viviendas, pero incluye la renta imputada de las viviendas ocupadas por sus propietarios. También incluye los montos y aranceles pagados a los gobiernos para obtener permisos y licencias. En este caso, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.PRVT.CD","Gasto de consumo final de los hogares (US$ a precios actuales)","El gasto de consumo final de los hogares (anteriormente, consumo privado) es el valor de mercado de todos los bienes y servicios, incluidos los productos durables (tales como autos, máquinas lavadoras y computadoras personales), comprados por los hogares. Quedan excluidas las compras de viviendas, pero incluye la renta imputada de las viviendas ocupadas por sus propietarios. También incluye los montos y aranceles pagados a los gobiernos para obtener permisos y licencias. En este caso, el gasto de consumo de los hogares incluye los gastos de las instituciones sin fines de lucro que prestan servicios a los hogares, incluso cuando el país los informa por separado. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.GOVT.ZS","Gasto de consumo final del gobierno general (% del PIB)","El gasto de consumo final del Gobierno general (anteriormente, consumo de Gobierno general) incluye todos los gastos corrientes para la adquisición de bienes y servicios (incluida la remuneración de los empleados). También comprende la mayor parte del gasto en defensa y seguridad nacional, pero no incluye los gastos militares del Gobierno que forman parte de la formación de capital del Gobierno.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.GOVT.KN","Gasto de consumo final del gobierno general (UMN a precios constantes)","El gasto de consumo final del Gobierno general (anteriormente, consumo de Gobierno general) incluye todos los gastos corrientes para la adquisición de bienes y servicios (incluida la remuneración de los empleados). También comprende la mayor parte del gasto en defensa y seguridad nacional, pero no incluye los gastos militares del Gobierno que forman parte de la formación de capital del Gobierno. Los datos están expresados en moneda local a precios constantes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.GOVT.KD.ZG","Gasto de consumo final del gobierno general (% del crecimiento anual) ","Crecimiento anual porcentual del gasto de consumo final del Gobierno general en  moneda local, a precios constantes. Los agregados están expresados en dólares de los Estados Unidos a precios constantes del año 2000. El gasto de consumo final del gobierno general (consumo del Gobierno general) incluye la totalidad del gasto corriente del Gobierno para las compras de bienes y servicios (incluida la remuneración de los empleados). También comprende la mayor parte del gasto en defensa y seguridad nacional, pero no incluye los gastos militares del Gobierno que forman parte de la formación de capital del Gobierno.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.GOVT.KD","Gasto de consumo final del gobierno general (US$ constantes de 2015)","El gasto de consumo final del gobierno general (anteriormente consumo del gobierno general) incluye todos los gastos corrientes del gobierno para compras de bienes y servicios (incluida la remuneración de los empleados). También incluye la mayoría de los gastos en defensa y seguridad nacionales, pero excluye los gastos militares del gobierno que forman parte de la formación de capital del gobierno. Los datos están a precios constantes de 2015, expresados ​​en dólares estadounidenses.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
"NE.CON.GOVT.CN","Gasto de consumo final del gobierno general (UMN a precios actuales)","El gasto de consumo final del Gobierno general (anteriormente, consumo de Gobierno general) incluye todos los gastos corrientes para la adquisición de bienes y servicios (incluida la remuneración de los empleados). También comprende la mayor parte del gasto en defensa y seguridad nacional, pero no incluye los gastos militares del Gobierno que forman parte de la formación de capital del Gobierno. Los datos se expresan en moneda local a precios corrientes.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"NE.CON.GOVT.CD","Gasto de consumo final del gobierno general (US$ a precios actuales)","El gasto de consumo final del Gobierno general (anteriormente, consumo de Gobierno general) incluye todos los gastos corrientes para la adquisición de bienes y servicios (incluida la remuneración de los empleados). También comprende la mayor parte del gasto en defensa y seguridad nacional, pero no incluye los gastos militares del Gobierno que forman parte de la formación de capital del Gobierno. Datos en US$ a precios actuales.","Datos sobre las cuentas nacionales del Banco Mundial y archivos de datos sobre cuentas nacionales de la OCDE.",
"GC.XPN.TOTL.GD.ZS","Gasto (% del PIB)","Los gastos son los pagos de dinero por actividades operativas del Gobierno para la provisión de bienes y servicios. Incluye remuneración de empleados (como sueldos y salarios), interés y subsidios, donaciones, beneficios sociales y otros gastos como renta y dividendos.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
"GC.REV.XGRT.GD.ZS","Recaudación, excluidas las donaciones (% del PIB)","El ingreso es el dinero proveniente de impuestos, contribuciones sociales y otros ingresos como multas, tarifas, renta e ingreso proveniente de propiedades o ventas. Las donaciones también se consideran ingreso, pero aquí se excluyen.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
"GC.DOD.TOTL.GD.ZS","Deuda del gobierno central, total (% del PIB)","La deuda es el conjunto total de obligaciones contractuales directas del gobierno a plazo fijo con otros pendientes en una fecha particular. Incluye pasivos internos y externos, como depósitos en moneda y dinero, valores distintos de acciones y préstamos. Es el monto bruto de los pasivos del gobierno menos el monto de capital y derivados financieros en poder del gobierno. Como la deuda es un stock y no un flujo, se mide a partir de una fecha determinada, generalmente el último día del año fiscal.","Fondo Monetario Internacional, Anuario de Estadísticas de Finanzas Públicas y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
"FP.CPI.TOTL.ZG","Inflación, precios al consumidor (% anual)","La inflación, medida por el índice de precios al consumidor, refleja el cambio porcentual anual en el costo para el consumidor promedio de adquirir una canasta de bienes y servicios que puede fijarse o cambiarse en intervalos específicos, como por ejemplo anualmente. Generalmente se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos.",
"FI.RES.XGLD.CD","Total de reservas menos oro (US$ a precios actuales)","El total de reservas menos oro comprende derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. Se excluyen las tenencias de oro. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FI.RES.TOTL.CD","Total de reservas (incluye oro, US$ a precios actuales)","El total de reservas comprenden las tenencias de oro monetario, derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. El componente de oro de estas reservas se valora a los precios de fin de año (31 de diciembre) de Londres. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"DT.TDS.DECT.GN.ZS","Total del servicio de la deuda (% del PIB)","El total del servicio de la deuda es la suma de los reembolsos del principal y los intereses efectivamente pagados en divisas, bienes o servicios sobre la deuda a largo plazo, los intereses pagados sobre la deuda a corto plazo y los reembolsos (recompras y cargos) al FMI.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.TDS.DECT.EX.ZS","Total del servicio de la deuda (% de exportaciones de bienes, servicios e ingreso)","El total del servicio de la deuda es la suma de los reembolsos del principal y los intereses efectivamente pagados en divisas, bienes o servicios sobre la deuda a largo plazo, los intereses pagados sobre la deuda a corto plazo y los reembolsos (recompras y cargos) al FMI.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.ODA.ODAT.PC.ZS","ODA neta recibida per cápita (US$ a precios actuales)","La asistencia oficial neta para el desarrollo (AOD) per cápita comprende los desembolsos de préstamos en condiciones concesionarias (netos de reembolsos del principal) y las donaciones otorgadas por organismos oficiales de los miembros del Comité de Asistencia para el Desarrollo (CAD), por instituciones multilaterales y por países que no integran el CAD a fin de promover el desarrollo y el bienestar económico en los países y territorios que figuran en la lista del CAD de destinatarios de AOD. Incluye los préstamos que tienen un elemento de donación de al menos el 25% (calculado a una tasa de descuento del 10%).","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline. Se usan las estimaciones de población del Banco Mundial para el denominador.",
"DT.ODA.ODAT.GN.ZS","Ayuda Oficial al Desarrollo (ODA) neta recibida (% del INB)","La asistencia oficial neta para el desarrollo (AOD) comprende los desembolsos de préstamos en condiciones concesionarias (netos de reembolsos del principal) y las donaciones otorgadas por organismos oficiales de los miembros del Comité de Asistencia para el Desarrollo (CAD), por instituciones multilaterales y por países que no integran el CAD a fin de promover el desarrollo y el bienestar económico en los países y territorios que figuran en la lista del CAD de destinatarios de AOD. Incluye los préstamos que tienen un elemento de donación de al menos el 25% (calculado a una tasa de descuento del 10%).","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline. Se usan las estimaciones de INB del Banco Mundial para el denominador.",
"DT.ODA.ODAT.CD","Ayuda oficial neta para el desarrollo recibida (US$ a precios actuales)","La asistencia oficial neta para el desarrollo (AOD) comprende los desembolsos de préstamos en condiciones concesionarias (netos de reembolsos del principal) y las donaciones otorgadas por organismos oficiales de los miembros del Comité de Asistencia para el Desarrollo (CAD), por instituciones multilaterales y por países que no integran el CAD a fin de promover el desarrollo y el bienestar económico en los países y territorios que figuran en la lista del CAD de destinatarios de AOD. Incluye los préstamos que tienen un elemento de donación de al menos el 25% (calculado a una tasa de descuento del 10%). Datos en US$ a precios actuales.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DT.DOD.PVLX.GN.ZS","Valor actual de la deuda externa (% del INB)","El valor actualizado de la deuda es la suma de la deuda externa a corto plazo y la suma descontada de los pagos totales del servicio de la deuda adeudados sobre deuda externa a largo plazo pública, con garantía pública y privada no garantizada durante la vigencia de los préstamos existentes. El denominador del INB es un promedio de tres años.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PVLX.EX.ZS","Valor actual de la deuda externa (% de exportaciones de bienes, servicios e ingresos)","El valor actualizado de la deuda es la suma de la deuda externa a corto plazo y la suma descontada de los pagos totales del servicio de la deuda adeudados sobre deuda externa a largo plazo pública, con garantía pública y privada no garantizada durante la vigencia de los préstamos existentes. El denominador de las exportaciones es un promedio de tres años.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.PVLX.CD","Valor actual de la deuda externa (US$ a precios actuales)","El valor actualizado de la deuda es la suma de la deuda externa a corto plazo y la suma descontada de los pagos totales del servicio de la deuda adeudados sobre deuda externa a largo plazo pública, con garantía pública y privada no garantizada durante la vigencia de los préstamos existentes. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DSTC.XP.ZS","Deuda a corto plazo (% de las exportaciones de bienes, servicios e ingresos primario)","La deuda externa a corto plazo se define como deuda con un vencimiento original de un año o menos. Los datos disponibles no permiten distinguir entre deuda a corto plazo pública y privada no garantizada.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DSTC.IR.ZS","Deuda a corto plazo (% del total de reservas)","La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. El total de reservas incluye oro.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DECT.GN.ZS","Deuda externa acumulada (% del INB)","Relación entre volumen total de deuda externa e ingreso nacional bruto. La deuda externa total es el monto adeudado a los no residentes, que se reembolsa en divisas, bienes o servicios. La deuda externa total es la suma de la deuda a largo plazo pública, con garantía pública, y privada no garantizada, el uso del crédito del FMI y la deuda a corto plazo. La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. El INB (anteriormente, PNB) es la suma del valor agregado por todos los productores residentes más todos los impuestos a los productos (menos los subsidios) no incluidos en la valuación del producto más las entradas netas de ingreso primario (remuneración de empleados e ingreso por propiedad) del exterior.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DT.DOD.DECT.CD","Deuda externa acumulada, total (DOD, US$ a precios actuales) ","La deuda externa total es el monto adeudado a los no residentes, que se reembolsa en divisas, bienes o servicios. La deuda externa total es la suma de la deuda a largo plazo pública, con garantía pública, y privada no garantizada, el uso del crédito del FMI y la deuda a corto plazo. La deuda a corto plazo incluye toda la deuda con un vencimiento original de un año o menos y los atrasos en los intereses de la deuda a largo plazo. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"BX.TRF.PWKR.DT.GD.ZS","Remesas de trabajadores y compensación de empleados, recibidas (% del PIB)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMFs Balance of Payments Manual: personal transfers and compensation of employees.","Estimaciones del personal del Banco Mundial sobre la base de los datos de la Balanza de Pagos del FMI y las estimaciones relativas al PIB de la Organización para la Cooperación y el Desarrollo Económicos (OCDE) y el Banco Mundial.",
"BX.TRF.PWKR.CD.DT","Transferencias personales y remuneración de empleados, recibidos (balanza de pagos, US$ a precios actuales)","Las transferencias personales comprenden todas las transferencias corrientes en efectivo o en especie realizadas por hogares residentes a no residentes o recibidas por hogares residentes de no residentes. Las transferencias personales incluyen, por lo tanto, todas las transferencias corrientes entre personas residentes y no residentes. Remuneración de los empleados se refiere a los ingresos de trabajadores fronterizos, de temporada y otros asalariados temporales que trabajan en una economía en la que no son residentes y los residentes contratados por entidades no residentes. Los datos son la suma de dos elementos definidos en la sexta edición del Manual de la Balanza de Pagos del FMI: transferencias personales y remuneración de los empleados. Los datos están en US$ a precios actuales.","Estimaciones del personal del Banco Mundial, basadas en datos del FMI sobre la balanza de pagos.",
"BX.TRF.PWKR.CD","Transferencias personales, recibos (balanza de pagos, US$ a precios actuales)","Las remesas de trabajadores son transferencias corrientes que realizan los trabajadores migrantes que permanecen empleados o planean estarlo durante más de un año en otra economía en la cual se los considera residentes. Ciertos países en desarrollo clasifican las remesas de trabajadores como un de ingreso de los factores (y, por ende, un componente del ingreso  nacional bruto, INB). El Banco Mundial adhiere a las pautas internacionales en cuanto a la definición del INB, por lo cual su clasificación de las remesas de trabajadores puede diferir de las prácticas de determinados países. Este elemento muestra los ingresos obtenidos por el país declarante. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.TRF.CURR.CD","Recibos de ingresos secundarios (balanza de pagos, US$ a precios actuales)","Las transferencias corrientes (recibos) se registran en la balanza de pagos siempre que una economía recibe bienes, servicios, ingresos o recursos financieros sin contrapartida alguna. Todas las transferencias que no se consideran como capital son corrientes. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.PEF.TOTL.CD.WD","Inversiones de cartera, entrada neta de capital (balanza de pagos, US$ a precios actuales)","Los valores en cartera incluyen la entrada neta de valores de renta variable, que no sean los registrados como inversiones directas e incluyen acciones, valores, recibos de depósito (estadounidenses o mundiales) y compras directas de acciones en los mercados de valores locales por parte de inversiones extranjeros. Datos en US$ a precios actuales.","International Monetary Fund, Balance of Payments database, and World Bank, Global Development Finance.",
"BX.KLT.DINV.WD.GD.ZS","Inversión extranjera directa, entrada neta de capital (% del PIB)","La inversión extranjera directa son las entradas netas de inversión para adquirir una participación gerencial duradera (10 por ciento o más de las acciones con derecho a voto) en una empresa que opera en una economía distinta a la del inversionista. Es la suma del capital social, la reinversión de ganancias, otro capital a largo plazo y el capital a corto plazo como se muestra en la balanza de pagos. Esta serie muestra las entradas netas (nuevas entradas de inversiones menos desinversiones) en la economía declarante procedentes de inversores extranjeros y se divide por el PIB.","Fondo Monetario Internacional, bases de datos de Estadísticas Financieras Internacionales y Balanza de Pagos, Banco Mundial, Estadísticas de Deuda Internacional y estimaciones del PIB del Banco Mundial y la OCDE.",
"BX.KLT.DINV.CD.WD","Inversión extranjera directa, entrada neta de capital (balanza de pagos, US$ a precios actuales)","La inversión extranjera directa se refiere a los flujos de capital de inversión directa en la economía declarante. Es la suma del capital social, la reinversión de ganancias y otros capitales. La inversión directa es una categoría de inversión transfronteriza asociada con un residente en una economía que tiene control o un grado significativo de influencia en la gestión de una empresa que es residente en otra economía. La propiedad del 10 por ciento o más de las acciones ordinarias con derecho a voto es el criterio para determinar la existencia de una relación de inversión directa. Los datos están en dólares estadounidenses actuales.","Fondo Monetario Internacional, base de datos de Balanza de Pagos, complementada con datos de la Conferencia de las Naciones Unidas sobre Comercio y Desarrollo y fuentes oficiales nacionales.",
"BX.GSR.TRVL.ZS","Servicios de viaje (% de las exportaciones de servicios, balanza de pagos)","Viajes (% de las exportaciones de servicios, balanza de pagos) cubre los bienes y servicios adquiridos en un país por los viajeros para su uso personal durante las visitas de menos de un año de duración, realizadas con fines comerciales o personales. Las exportaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
